feature,weight,direction,bucket,source,snippet
. the,1.0378039027917565,AI,punctuation,openwebtext,"st-Conciliar Church  Leia carries on the fight against the Empire (i.e. the Sith), despite overwhelming odds, just as the Church continued to fig"
. the,1.0378039027917565,AI,punctuation,openwebtext,"ngs … which, of course, represent X Chromosomes and Y Chromosomes (i.e. the sex-determining structures of DNA involved in reproduction). Moreover"
. the,1.0378039027917565,AI,punctuation,openwebtext,ems these people are hunting down arrestees involved with this officer. there is some reason they were arrested but i guess when police defend th
. the,1.0378039027917565,AI,punctuation,openwebtext,"ed mountains flanking the narrow valleys through which Route 52, a.k.a. the Coal Heritage Highway, twists. Upon arrival, I spent a quiet moment s"
. the,1.0378039027917565,AI,punctuation,openwebtext,"uis Antoine de Bougainville considered that the Panis nation ""plays ... the same role in America that the Negroes do in Europe.""[18] The historia"
. the,1.0378039027917565,AI,punctuation,openwebtext,"ng before it’s made up for what it cost, carbon-wise?  CUNNINGHAM: Yes. there are people trying to study that, but right now it’s a big experimen"
 mind,0.9227324512851668,AI,other,openwebtext," sexual assault. Rick Jancha: And has anything happened to change your mind since that time? Shirley Rice: In my evidence, no.  But when prosecut"
 mind,0.9227324512851668,AI,other,openwebtext, practices that she and Robert Cline engaged in that stick out in your mind? Toraina Stewart: Yes. Prosecutor Hines: Can you tell us what that wa
 mind,0.9227324512851668,AI,other,openwebtext,s not the time to become extremely self-centered and arrogant. Keep in mind that employers are often looking for team players rather than Lone Ra
 mind,0.9227324512851668,AI,other,openwebtext," often remains unasked, but it's always in the back of the recruiter's mind. Even if this question isn't asked, you should find an opportunity to"
 mind,0.9227324512851668,AI,other,openwebtext,"use the concealability of the crowd for defence, claiming to be a weak mind caught in the chaos instead of an architect of such anarchy. Even if "
 mind,0.9227324512851668,AI,other,openwebtext,f their conformist culture more than anything but to the Machiavellian mind there’s a nugget of knowledge to be derived from this saying. Not bei
 mind,0.9227324512851668,AI,other,openwebtext,"ws are made explicit when, for example, in attempting to warp Anakin’s mind, argues, “Good is a point of view.”  Similarly, Palpatine, when he wa"
 mind,0.9227324512851668,AI,other,openwebtext,"e, wild, and even ethnic influences that drizzled into the liturgy and minds of Catholics and consequently empowered modernism to take more contr"
 mind,0.9227324512851668,AI,other,openwebtext,"es makes New Haven Independent a “leftist publication” so be it. To my mind, it is an apolitical act that goes right to the heart of what justice"
 mind,0.9227324512851668,AI,other,openwebtext,"s who had been left hanging on the phone without even an answer, never mind a shot at selection, felt “sick and betrayed”, angry at “a mockery of"
 mind,0.9227324512851668,AI,other,openwebtext,"trings attached. A number of candidates and associations had people in mind for the roles – people with local knowledge, or whom they had worked "
"ver, ",0.917320043442156,AI,punctuation,openwebtext,"smart. ...He was the kind of person that will be your best friend forever, the kind of person that will never let you down. ""  Anita and Robert m"
"ver, ",0.917320043442156,AI,punctuation,openwebtext,"her house unexpectedly.  Anita Smithey: I would tell him not to come over, but he always came over anyway.  Anita Smithey and Robert Cline Anita "
"ver, ",0.917320043442156,AI,punctuation,openwebtext,"is immediate at-bat after Doby to save face for his new teammate. However, Doby's second strike was the result of a foul ball, both the Associate"
"ver, ",0.917320043442156,AI,punctuation,openwebtext,"ed. He sounds that sure of himself.  Before he divulges the date, however, he pauses. He pulls off his smudged glasses and gently runs an index f"
"ver, ",0.917320043442156,AI,punctuation,openwebtext,"ck and dirty sequel to capitalize on Half-Life's success. Newell, however, made it clear that wasn't an option. No, Half-Life 2 had to be somethi"
"ver, ",0.917320043442156,AI,punctuation,openwebtext,"ld look into the possibility of consolidating them the LA office. However, I think we need to do a thorough cost-benefit analysis of this region "
"ver, ",0.917320043442156,AI,punctuation,openwebtext,"ed to help he customer as best I could. When the abuse persisted, however, I politely asked him to call back and ask for my manager, because at t"
"ver, ",0.917320043442156,AI,punctuation,openwebtext,"kely you can weather the storm. Inversely, should you win the leader over, you gain massive influence over a group, leapfrogging many of those in"
"ver, ",0.917320043442156,AI,punctuation,openwebtext,"ader doesn’t like you in spite of your sincerest efforts to win them over, abandon that group. Take the loss, move on, and seek greener pastures."
"ver, ",0.917320043442156,AI,punctuation,openwebtext,"emes … sort of like Maul’s Double-Bladed Lightsaber, dare I say). However, both Palpatine and Modernism would then calculatingly change strategie"
"ver, ",0.917320043442156,AI,punctuation,openwebtext,"ernment (socialism), which can be seen in the United States and, moreover, in China.  Jar-Jar Binks is a Stupid Catholic  Jar-Jar Binks represent"
"ever,",0.9134928945110083,AI,punctuation,openwebtext," smart. ...He was the kind of person that will be your best friend forever, the kind of person that will never let you down. ""  Anita and Robert "
"ever,",0.9134928945110083,AI,punctuation,openwebtext,"his immediate at-bat after Doby to save face for his new teammate. However, Doby's second strike was the result of a foul ball, both the Associat"
"ever,",0.9134928945110083,AI,punctuation,openwebtext,"sed. He sounds that sure of himself.  Before he divulges the date, however, he pauses. He pulls off his smudged glasses and gently runs an index "
"ever,",0.9134928945110083,AI,punctuation,openwebtext,"ick and dirty sequel to capitalize on Half-Life's success. Newell, however, made it clear that wasn't an option. No, Half-Life 2 had to be someth"
"ever,",0.9134928945110083,AI,punctuation,openwebtext,"uld look into the possibility of consolidating them the LA office. However, I think we need to do a thorough cost-benefit analysis of this region"
"ever,",0.9134928945110083,AI,punctuation,openwebtext,"ued to help he customer as best I could. When the abuse persisted, however, I politely asked him to call back and ask for my manager, because at "
"ever,",0.9134928945110083,AI,punctuation,openwebtext,"uld be deemed outlandish because it would be entirely implausible. However, give it a modicum of plausibility by injecting a half-truth into the "
"ever,",0.9134928945110083,AI,punctuation,openwebtext,"remes … sort of like Maul’s Double-Bladed Lightsaber, dare I say). However, both Palpatine and Modernism would then calculatingly change strategi"
"ever,",0.9134928945110083,AI,punctuation,openwebtext,"tion, as Grievous outnumbered Obi-Wan in lightsabers. But he did.  However, things like Grievous (like Darth Vader) would live on for awhile, jus"
"ver,",0.9005780159633103,AI,punctuation,openwebtext,"smart. ...He was the kind of person that will be your best friend forever, the kind of person that will never let you down. ""  Anita and Robert "
"ver,",0.9005780159633103,AI,punctuation,openwebtext,"her house unexpectedly.  Anita Smithey: I would tell him not to come over, but he always came over anyway.  Anita Smithey and Robert Cline Anita"
"ver,",0.9005780159633103,AI,punctuation,openwebtext,"is immediate at-bat after Doby to save face for his new teammate. However, Doby's second strike was the result of a foul ball, both the Associat"
"ver,",0.9005780159633103,AI,punctuation,openwebtext,"ed. He sounds that sure of himself.  Before he divulges the date, however, he pauses. He pulls off his smudged glasses and gently runs an index "
"ver,",0.9005780159633103,AI,punctuation,openwebtext,"ck and dirty sequel to capitalize on Half-Life's success. Newell, however, made it clear that wasn't an option. No, Half-Life 2 had to be someth"
"ver,",0.9005780159633103,AI,punctuation,openwebtext,"ld look into the possibility of consolidating them the LA office. However, I think we need to do a thorough cost-benefit analysis of this region"
"ver,",0.9005780159633103,AI,punctuation,openwebtext,"ed to help he customer as best I could. When the abuse persisted, however, I politely asked him to call back and ask for my manager, because at "
"ver,",0.9005780159633103,AI,punctuation,openwebtext,"kely you can weather the storm. Inversely, should you win the leader over, you gain massive influence over a group, leapfrogging many of those i"
"ver,",0.9005780159633103,AI,punctuation,openwebtext,"ader doesn’t like you in spite of your sincerest efforts to win them over, abandon that group. Take the loss, move on, and seek greener pastures"
"ver,",0.9005780159633103,AI,punctuation,openwebtext,"emes … sort of like Maul’s Double-Bladed Lightsaber, dare I say). However, both Palpatine and Modernism would then calculatingly change strategi"
"ver,",0.9005780159633103,AI,punctuation,openwebtext,"ernment (socialism), which can be seen in the United States and, moreover, in China.  Jar-Jar Binks is a Stupid Catholic  Jar-Jar Binks represen"
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext,"""I believe those last three words, 'I love you,' was in case this doesn't go right. I love you.""  Anita Smithey and her family have been waiting"
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext," for a jury to rule she was justified in killing her husband. That didn't happen.  ""48 Hours"" captures emotional reaction to verdict  ""It was th"
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext," down broom handles for bats, Doby said, ""Growing up in Camden, we didn't have baseball bats. We'd use a tree here, a tin can there, for bases."""
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext," dreamed that far ahead. Growing up in a segregated society, you couldn't have thought that that was the way it was going to be. There was no br"
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext,"firepower--the first demo of the game. Unfortunately, the parallels don't stop there. From the perspective of many fans, Newell's battle to rele"
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext,"t the game is about to enter the final stretch of development. ""We didn't want to do the whole 'when it's done' thing,"" Newell explains in his p"
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext," to be around for long. While some may respond that they honestly haven't really thought that far ahead, the interviewer infers that the applica"
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext,"ould you change about our company?  Be careful here. Most companies don't want you to come in and shake up the place. At the same time, they don"
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext,"y of the death penalty by Governor George W. Bush, things clearly weren't looking good for Henry at that time.  Bush had not granted clemency to"
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext,"hing would stand in the way of Henry's scheduled execution. There weren't likely to be any high-profile supporters, a la Karla Faye Tucker (thou"
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext,ter he left the Air Force in the mid-1950s. The house I grew up in didn't have a bathroom until I was 5. My sisters and I bathed in a zinc washt
n't ,0.8960186225206382,AI,straight_quotes/apostrophe,openwebtext,question I set out to answer as I made my way back this autumn: Why don't people just leave?  Bad News  One sign things are not going well in yo
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext,"""I believe those last three words, 'I love you,' was in case this doesn't go right. I love you.""  Anita Smithey and her family have been waitin"
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext," for a jury to rule she was justified in killing her husband. That didn't happen.  ""48 Hours"" captures emotional reaction to verdict  ""It was t"
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext," down broom handles for bats, Doby said, ""Growing up in Camden, we didn't have baseball bats. We'd use a tree here, a tin can there, for bases."
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext," dreamed that far ahead. Growing up in a segregated society, you couldn't have thought that that was the way it was going to be. There was no b"
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext,"firepower--the first demo of the game. Unfortunately, the parallels don't stop there. From the perspective of many fans, Newell's battle to rel"
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext,"t the game is about to enter the final stretch of development. ""We didn't want to do the whole 'when it's done' thing,"" Newell explains in his "
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext," to be around for long. While some may respond that they honestly haven't really thought that far ahead, the interviewer infers that the applic"
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext,"ould you change about our company?  Be careful here. Most companies don't want you to come in and shake up the place. At the same time, they do"
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext,"y of the death penalty by Governor George W. Bush, things clearly weren't looking good for Henry at that time.  Bush had not granted clemency t"
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext,"hing would stand in the way of Henry's scheduled execution. There weren't likely to be any high-profile supporters, a la Karla Faye Tucker (tho"
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext,ter he left the Air Force in the mid-1950s. The house I grew up in didn't have a bathroom until I was 5. My sisters and I bathed in a zinc wash
n't,0.8923928605502983,AI,straight_quotes/apostrophe,openwebtext,question I set out to answer as I made my way back this autumn: Why don't people just leave?  Bad News  One sign things are not going well in y
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext,"I believe those last three words, 'I love you,' was in case this doesn't go right. I love you.""  Anita Smithey and her family have been waiting"
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext,"for a jury to rule she was justified in killing her husband. That didn't happen.  ""48 Hours"" captures emotional reaction to verdict  ""It was th"
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext,"down broom handles for bats, Doby said, ""Growing up in Camden, we didn't have baseball bats. We'd use a tree here, a tin can there, for bases."""
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext,"dreamed that far ahead. Growing up in a segregated society, you couldn't have thought that that was the way it was going to be. There was no br"
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext,"irepower--the first demo of the game. Unfortunately, the parallels don't stop there. From the perspective of many fans, Newell's battle to rele"
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext," the game is about to enter the final stretch of development. ""We didn't want to do the whole 'when it's done' thing,"" Newell explains in his p"
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext,"to be around for long. While some may respond that they honestly haven't really thought that far ahead, the interviewer infers that the applica"
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext,"uld you change about our company?  Be careful here. Most companies don't want you to come in and shake up the place. At the same time, they don"
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext," of the death penalty by Governor George W. Bush, things clearly weren't looking good for Henry at that time.  Bush had not granted clemency to"
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext,"ing would stand in the way of Henry's scheduled execution. There weren't likely to be any high-profile supporters, a la Karla Faye Tucker (thou"
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext,er he left the Air Force in the mid-1950s. The house I grew up in didn't have a bathroom until I was 5. My sisters and I bathed in a zinc washt
't ,0.8900786342022478,AI,straight_quotes/apostrophe,openwebtext,uestion I set out to answer as I made my way back this autumn: Why don't people just leave?  Bad News  One sign things are not going well in yo
. how,0.8545159905823964,AI,punctuation,openwebtext,", 2011 9:26am time to move this thread… people are tired of this story. how about a follow up on the cases where O’Connell is accused of abuse? w"
. how,0.8545159905823964,AI,punctuation,openwebtext," hard it is to keep everyone motivated during rough days or weeks, i.e. how low the lows can be. After a while, if you don't have significant suc"
. how,0.8545159905823964,AI,punctuation,blog,"/16/04, 3:06 PM mrRee: what's up mr joe? mrJoe: hey, not a whole lot... how's it goin mrRee: good ... just got done giving cloey a bath... you kn"
. how,0.8545159905823964,AI,punctuation,blog,"ay for the performance comes. eventually, everyone will do their parts. however, there will always be someone who screws up everything. and if th"
. how,0.8545159905823964,AI,punctuation,gpt2,o do well ... better ... know it is ... in the language of the text ... how have you better tell us what the background was ... is what is in ref
. how,0.8545159905823964,AI,punctuation,blog,t make it...YOU'RE FIRED...is that what we're all looking at?.......... how many contracts have been in and out of that building?.....lots right 
ethe,0.8428089566190737,AI,other,openwebtext,"""She had gaps in her memory,"" Audie Andry said. ""She could not put together what actually happened.""  Prosecutors Kelly Jo Hines and Stacey Salm"
ethe,0.8428089566190737,AI,other,openwebtext,"em where the two of them are standing in front of a Christmas tree together,"" Belinda said. ""I mean I'm watching video of them shootin' firework"
ethe,0.8428089566190737,AI,other,openwebtext,ginal Half-Life shipped. For Valve there was never a question about whether there would be a sequel to Half-Life. The question was how the compa
ethe,0.8428089566190737,AI,other,openwebtext,"fact that a bunch of ex-Microsoft operating-systems guys could get together and ship a game--any game--was a cool story,"" Newell told the team i"
ethe,0.8428089566190737,AI,other,openwebtext,"ors offered you a position?  The interviewer is trying to determine whether the candidate is truly interested in the industry and company, or wh"
ethe,0.8428089566190737,AI,other,openwebtext,"r the candidate is truly interested in the industry and company, or whether he or she has chosen the company randomly. Contrast your perceptions"
ethe,0.8428089566190737,AI,other,openwebtext,ropriately touched children that had been invited to his ranch. Now whether he did or didn’t is irrelevant to the lesson at hand here. The lesso
ethe,0.8428089566190737,AI,other,openwebtext,"o be kind-hearted, holy individuals of competent learning who are, nonetheless, quite clueless as to what is happening to what they’re in charge"
ethe,0.8428089566190737,AI,other,openwebtext,… intrinsically good but something which was used for evil but can nonetheless be redeemed and used for good again.  Why does Anakin fall so qui
ethe,0.8428089566190737,AI,other,openwebtext,"dy been a stretch, but once canvass returns came in we lost it all together as 5-8,000 majorities were targeted instead. It left us very exposed"
ethe,0.8428089566190737,AI,other,openwebtext, supported for decades”. Members understood the need for haste but nonetheless felt frustrated by effectively being stripped of what they saw as
]. ,0.8320423309037085,AI,punctuation,openwebtext, the other side. You do get a lot of tax credits [as a big corporation]. In the past there have been federal grants and Department of Energy lo
]. ,0.8320423309037085,AI,punctuation,openwebtext," many houses can have rooftop solar [and be eligible for the incentive]. If Climate Changes is an emergency, you’d think we would want to have "
]. ,0.8320423309037085,AI,punctuation,openwebtext,"s offer multi-camera editing [Standard (2), Plus (4), and Ultimate (4)]. The standard version comes with a 6-track editing timeline and lots of"
]. ,0.8320423309037085,AI,punctuation,openwebtext,"on the eyes than [0,0.007843,0, 0.007843] or [0/255,2/255,0/255, 2/255]. Ignore sRGB/gamma issues, ignore precision, we’ll mention them later; "
]. ,0.8320423309037085,AI,punctuation,openwebtext,"wer we’ll get is the average of the two texels : [127.5,127.5,0, 128.5]. Note that this resulting value is wrong. An almost fully transparent g"
]. ,0.8320423309037085,AI,punctuation,openwebtext," possible invalidity of his great idea [that is, Marxism and socialism]. The extraordinary phenomenon about Lenin is that he combined this unsh"
]. ,0.8320423309037085,AI,punctuation,openwebtext,"ur grasp,"" Kissinger said ""We can smash our opponents"" [See document 6]. Describing elements of the agreement concerning air-launched and ship-"
]. ,0.8320423309037085,AI,punctuation,openwebtext," Maybe we just should not have started that operation"" [See document 9]. Scowcroft declared that it was the ""right"" thing to do, but he could n"
]. ,0.8320423309037085,AI,punctuation,openwebtext,"no longer freeze enemies when hit by [Energy Blast], [God Finger Flick]. Psychokino: - Gravity Pole: - Affected characters movement speed will "
]. ,0.8320423309037085,AI,punctuation,openwebtext,"no longer freeze enemies when hit by [Energy Blast], [God Finger Flick]. Psychokino: - Gravity Pole: - Affected characters movement speed will "
hout ,0.8279300011286667,AI,other,openwebtext," assaulting her.""  The jury is shown pictures of Anita's injuries. Without the interrogation tape of her admitting to causing some of the cuts, i"
hout ,0.8279300011286667,AI,other,openwebtext," of Larry Doby:  After the game, Doby quickly showered and dressed without incident in the Cleveland clubhouse. His escort, Louis Jones, then too"
hout ,0.8279300011286667,AI,other,openwebtext," spring training and during the regular season, in many cities, throughout his playing career.[1]:p.52  The Indians had a doubleheader against th"
hout ,0.8279300011286667,AI,other,openwebtext,"nous Big Brother-like figure who appears on television monitors throughout the city. Half-Life 2, like the original, would be a voyage of discove"
hout ,0.8279300011286667,AI,other,openwebtext," travels, and interests.  Repeat Key Accomplishment Statements  Throughout the interview you will be asked numerous questions about your attitude"
hout ,0.8279300011286667,AI,other,openwebtext,oses. The interviewer may be just curious about your personal life without getting into illegal questions. He may also want to know how well roun
hout ,0.8279300011286667,AI,other,openwebtext,"acting in your interest, either out of fear or out of love. A king without an army is all but defenceless. When the crowd is indifferent to your "
hout ,0.8279300011286667,AI,other,openwebtext,"late themselves, but they too cannot commit fully to the endeavour without arousing suspicion, distrust and eventually: contempt.  6.) Building T"
hout ,0.8279300011286667,AI,other,openwebtext,"story, this may not interest you … or will just be incoherent. But without further ado, let me start at the beginning, a long time ago, in an Ecu"
hout ,0.8279300011286667,AI,other,openwebtext,"and even love for other human beings. This mindset cannot be lived without having one’s emotions eventually erupt forth in treason, for nature re"
ue t,0.8038254641697916,AI,other,openwebtext,"m The Kid From Cleveland.[39]:p.115 With additional income available due to the post-season run and Series championship, Doby and his wife attem"
ue t,0.8038254641697916,AI,other,openwebtext,"7]:p.61 Indians general manager Hank Greenberg reduced Doby's salary due to the lower home run numbers despite Doby, who attributed the lower nu"
ue t,0.8038254641697916,AI,other,openwebtext,"hit a nerve: Michael was known to have a mentally abusive upbringing due to how his father treated him, yet he stood accused of physically abusi"
ue t,0.8038254641697916,AI,other,openwebtext,o things correctly. The student who was incapable but became capable due to the master’s input elicits a sense of accomplishment within the mast
ue t,0.8038254641697916,AI,other,openwebtext,"just as John XXIII failed to prepare the Church for the modern world due to his untimely death. Obi-Wan’s defeat of Maul, while praiseworthy, di"
ue t,0.8038254641697916,AI,other,openwebtext,"to their passions.  Most importantly, we see Han Solo bound to Jabba due to a past debt, just as the laity is more often enslaved by the desires"
ue t,0.8038254641697916,AI,other,openwebtext,"suspended after his involvement in multiple motor vehicle accidents, due to reckless driving. He has also claimed that he suffered physical inju"
ue t,0.8038254641697916,AI,other,openwebtext," “and they get letters in the mail a couple of months later saying, ‘Due to extensive investigation of this complaint, we didn’t find any wrongd"
ue t,0.8038254641697916,AI,other,openwebtext,"heir belly. The limited resource we had in [our area] was originally due to be directed to us. That would have already been a stretch, but once "
ue t,0.8038254641697916,AI,other,openwebtext,"ceiving their shortlists only hours before the selection meeting was due to take place. For the lucky shortlistees, this sometimes involved a ma"
ue t,0.8038254641697916,AI,other,openwebtext,"exes are long gone (the Pocahontas burned down in the 1980s, perhaps due to arson) and the remaining buildings along McDowell Street are mostly "
ue t,0.8038254641697916,AI,other,openwebtext,"ing 37-inch coal. He says that he'd never been hurt, never lost time due to an accident, and never been written up. He retired in 2003. Still, h"
ether,0.7938130317858572,AI,other,openwebtext,"""She had gaps in her memory,"" Audie Andry said. ""She could not put together what actually happened.""  Prosecutors Kelly Jo Hines and Stacey Salmo"
ether,0.7938130317858572,AI,other,openwebtext,"em where the two of them are standing in front of a Christmas tree together,"" Belinda said. ""I mean I'm watching video of them shootin' fireworks"
ether,0.7938130317858572,AI,other,openwebtext,ginal Half-Life shipped. For Valve there was never a question about whether there would be a sequel to Half-Life. The question was how the compan
ether,0.7938130317858572,AI,other,openwebtext,"fact that a bunch of ex-Microsoft operating-systems guys could get together and ship a game--any game--was a cool story,"" Newell told the team in"
ether,0.7938130317858572,AI,other,openwebtext,"ors offered you a position?  The interviewer is trying to determine whether the candidate is truly interested in the industry and company, or whe"
ether,0.7938130317858572,AI,other,openwebtext,"r the candidate is truly interested in the industry and company, or whether he or she has chosen the company randomly. Contrast your perceptions "
ether,0.7938130317858572,AI,other,openwebtext,ropriately touched children that had been invited to his ranch. Now whether he did or didn’t is irrelevant to the lesson at hand here. The lesson
ether,0.7938130317858572,AI,other,openwebtext,"dy been a stretch, but once canvass returns came in we lost it all together as 5-8,000 majorities were targeted instead. It left us very exposed."
ether,0.7938130317858572,AI,other,openwebtext,"dates and staff in place, the next task was getting the literature together. Here, too, the decision was taken to exercise an unusual level of ce"
ether,0.7938130317858572,AI,other,openwebtext,cludes Elmore. So the Reconnecting McDowell task force has cobbled together grants to build housing for teachers in downtown Welch on the site of
 his ,0.7704552756927995,AI,other,openwebtext," medic who served in Iraq in Desert Storm, was also a widower. He lost his first wife, Debbie, in 2003, from a heart attack. And he was raising t"
 his ,0.7704552756927995,AI,other,openwebtext," attack. And he was raising their two children, Stephanie and Eric, on his own.  ""My father was the best person possible,"" Stephanie Cline, 17, s"
 his ,0.7704552756927995,AI,other,openwebtext," scholarship from Long Island University. At 17 years of age, he began his professional baseball career with the Newark Eagles as the team's seco"
 his ,0.7704552756927995,AI,other,openwebtext,"for the Chicago White Sox, Detroit Tigers, and Chunichi Dragons before his retirement as a player in 1962.  Doby later served as the second black"
 his ,0.7704552756927995,AI,other,openwebtext,"erence room. He pulls out an Aeron chair, plops himself down, and runs his stubby hands through his reddish-brown hair.  ""OK,"" he says, taking a "
 his ,0.7704552756927995,AI,other,openwebtext," an Aeron chair, plops himself down, and runs his stubby hands through his reddish-brown hair.  ""OK,"" he says, taking a deep breath. ""During any "
 his ,0.7704552756927995,AI,other,openwebtext,"king trends and new technology. When my college roommate told me about his start in your department, I hounded him until he helped me get a refer"
 his ,0.7704552756927995,AI,other,openwebtext, and concludes by leaving the door open for additional questions about his education and experience. Unfortunately some candidates get off on the
 his ,0.7704552756927995,AI,other,openwebtext," you are the enemy of a leader, you will naturally become the enemy of his infatuated followers. Strong, popular leaders in the primacy of their "
 his ,0.7704552756927995,AI,other,openwebtext,t in the context of the teacher would be where the teacher is hated by his students for demonstrating repeated incompetence. In such a scenario r
 his ,0.7704552756927995,AI,other,openwebtext,"s Chancellor Palpatine works to manipulate Anakin to the dark side for his Sith-ruled galactic conquest, so did conniving modernists work in shad"
 his ,0.7704552756927995,AI,other,openwebtext,"as John XXIII failed to prepare the Church for the modern world due to his untimely death. Obi-Wan’s defeat of Maul, while praiseworthy, did litt"
joy ,0.77031193532153,AI,other,openwebtext,"gh,"" he replied. ""I was thankful that he was around to just have this joy around.""  ""When I first met Anita, I thought, 'Wow, she's pretty, she'"
joy ,0.77031193532153,AI,other,openwebtext," the job. Also, let the employer know you want the job and you will enjoy working with them. A lack of interest in the job may indicate a lack o"
joy ,0.77031193532153,AI,other,openwebtext,ntally abusive upbringing himself) he would invite sick children to enjoy themselves at his fair. It was philanthropic. Now this established tru
joy ,0.77031193532153,AI,other,openwebtext,vital. Maybe your mission is to build a successful business or just enjoy life to the fullest. Perhaps you simply want to enjoy spending time wi
joy ,0.77031193532153,AI,other,openwebtext,"iness or just enjoy life to the fullest. Perhaps you simply want to enjoy spending time with your friends and family, playing sports, traveling "
joy ,0.77031193532153,AI,other,openwebtext,", and Submerged might be the most acquired of all, but I definitely enjoy it.  24. COMMAND PERFORMANCE (2009)  A Die Hard rip-off where Dolph Lu"
joy ,0.77031193532153,AI,other,openwebtext,"al Calvin and Hobbes  I used to hate writing assignments, but now I enjoy them. I realized that the purpose of writing is to inflate weak ideas,"
nclu,0.7637467134975536,AI,other,openwebtext,"d.  A trial that took four long years to begin had come to dramatic conclusion.  ""I was sad, I was happy, I was mad, I was emotional,"" Stephanie"
